date,region,product,visitor_type,origin,annual_spend,monthly_spend
2024-01-31,Auckland,Accommodation,International,Africa and Middle East,2.9058968300000005,0.24995321999999998
2024-01-31,Auckland,Accommodation,International,Australia,79.8072715,5.74616971
2024-01-31,Auckland,Accommodation,International,Canada,6.13004524,0.71631272
2024-01-31,Auckland,Accommodation,International,China,6.056349759999999,0.36771284000000004
2024-01-31,Auckland,Accommodation,International,Germany,6.178789569999999,0.7826408100000001
2024-01-31,Auckland,Accommodation,International,Japan,3.0447155100000005,0.21098533
2024-01-31,Auckland,Accommodation,International,Korea,2.2436937699999993,0.24570250999999999
2024-01-31,Auckland,Accommodation,International,Rest of Americas,3.58009425,0.32002348999999997
2024-01-31,Auckland,Accommodation,International,Rest of Asia ,26.884009830000004,1.55938002
2024-01-31,Auckland,Accommodation,International,Rest of Europe,20.53143609,2.4292732
2024-01-31,Auckland,Accommodation,International,Rest of Oceania,1.06328493,0.07343227000000001
2024-01-31,Auckland,Accommodation,International,United Kingdom,57.9773731,6.425503720000001
2024-01-31,Auckland,Accommodation,International,United States of America,73.42688192000001,8.686536650000003
2024-01-31,Auckland,Cultural and recreational services,International,Africa and Middle East,1.38171254,0.20357212000000002
2024-01-31,Auckland,Cultural and recreational services,International,Australia,9.63443651,1.2275043
2024-01-31,Auckland,Cultural and recreational services,International,Canada,1.74486459,0.2545469899999999
2024-01-31,Auckland,Cultural and recreational services,International,China,2.0900341599999996,0.152382
2024-01-31,Auckland,Cultural and recreational services,International,Germany,1.4737104899999998,0.21065838999999997
2024-01-31,Auckland,Cultural and recreational services,International,Japan,1.5878548199999998,0.1477157
2024-01-31,Auckland,Cultural and recreational services,International,Korea,0.88435405,0.15103425999999998
2024-01-31,Auckland,Cultural and recreational services,International,Rest of Americas,1.93842994,0.2747310400000001
2024-01-31,Auckland,Cultural and recreational services,International,Rest of Asia ,3.4720832900000005,0.3280775900000001
2024-01-31,Auckland,Cultural and recreational services,International,Rest of Europe,6.5948043300000005,0.95301926
2024-01-31,Auckland,Cultural and recreational services,International,Rest of Oceania,0.29458765,0.041701119999999994
2024-01-31,Auckland,Cultural and recreational services,International,United Kingdom,5.26439138,0.7703983
2024-01-31,Auckland,Cultural and recreational services,International,United States of America,19.2521866,2.73458178
2024-01-31,Auckland,Food and beverage serving services,International,Africa and Middle East,9.470753249999998,0.8058354500000001
2024-01-31,Auckland,Food and beverage serving services,International,Australia,80.08977580999998,6.2470389200000005
2024-01-31,Auckland,Food and beverage serving services,International,Canada,8.81876035,1.0222381200000001
2024-01-31,Auckland,Food and beverage serving services,International,China,15.410945790000001,0.96783501
2024-01-31,Auckland,Food and beverage serving services,International,Germany,6.974748630000001,0.81857092
2024-01-31,Auckland,Food and beverage serving services,International,Japan,7.97313649,0.4979675
2024-01-31,Auckland,Food and beverage serving services,International,Korea,8.69202917,0.7837560600000001
2024-01-31,Auckland,Food and beverage serving services,International,Rest of Americas,11.99680674,1.0618571200000002
2024-01-31,Auckland,Food and beverage serving services,International,Rest of Asia ,28.068792390000002,2.03538722
2024-01-31,Auckland,Food and beverage serving services,International,Rest of Europe,35.75778483,3.8342840200000006
2024-01-31,Auckland,Food and beverage serving services,International,Rest of Oceania,1.71037571,0.14742085000000005
2024-01-31,Auckland,Food and beverage serving services,International,United Kingdom,34.17521667,3.9366284300000003
2024-01-31,Auckland,Food and beverage serving services,International,United States of America,122.10446607,12.41895845
2024-01-31,Auckland,Other passenger transport,International,Africa and Middle East,10.41857599,1.55751595
2024-01-31,Auckland,Other passenger transport,International,Australia,98.05149540000001,11.598072040000002
2024-01-31,Auckland,Other passenger transport,International,Canada,13.62295494,2.9617198599999996
2024-01-31,Auckland,Other passenger transport,International,China,19.776720060000002,2.3157259100000003
2024-01-31,Auckland,Other passenger transport,International,Germany,16.684653670000003,2.7251851
2024-01-31,Auckland,Other passenger transport,International,Japan,6.295370449999999,0.96320169
2024-01-31,Auckland,Other passenger transport,International,Korea,4.536797530000001,0.60261348
2024-01-31,Auckland,Other passenger transport,International,Rest of Americas,5.78706658,1.0289320499999999
2024-01-31,Auckland,Other passenger transport,International,Rest of Asia ,52.89499953,4.07281319
2024-01-31,Auckland,Other passenger transport,International,Rest of Europe,44.52092021000001,9.727430830000001
2024-01-31,Auckland,Other passenger transport,International,Rest of Oceania,0.5324236600000001,0.02937696
2024-01-31,Auckland,Other passenger transport,International,United Kingdom,40.10627238,7.530307790000001
2024-01-31,Auckland,Other passenger transport,International,United States of America,90.27493912,15.222075469999998
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Africa and Middle East,2.32574251,0.17523621
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Australia,5.892733660000001,0.49908832
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Canada,0.78941416,0.10285182
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,China,4.40266602,0.28588240000000004
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Germany,0.8864104899999999,0.11067132
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Japan,0.8919583500000001,0.06313192
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Korea,0.98606321,0.11209801
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Rest of Americas,1.4575198900000004,0.11859176
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Rest of Asia ,4.16117775,0.29665121
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Rest of Europe,4.04899648,0.43827562999999986
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,Rest of Oceania,0.32999897,0.032925090000000004
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,United Kingdom,3.88655254,0.45439341999999994
2024-01-31,Auckland,"Retail sales - alcohol, food, and beverages",International,United States of America,11.51144206,1.1764016899999998
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Africa and Middle East,0.29681252999999996,0.01589715
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Australia,1.8205748300000002,0.10585262
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Canada,0.16688152999999997,0.01381969
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,China,0.45511058,0.02020577
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Germany,0.23676087999999998,0.02170488
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Japan,0.07247123,0.00462249
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Korea,0.10840575,0.007837489999999999
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Rest of Americas,0.14393933,0.010638940000000001
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Rest of Asia ,0.5575657900000001,0.028524819999999996
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Rest of Europe,0.7270406399999998,0.060407129999999996
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,Rest of Oceania,0.03898376,0.00297162
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,United Kingdom,0.7268570599999999,0.06111508
2024-01-31,Auckland,Retail sales - fuel and other automotive products,International,United States of America,1.7906677800000002,0.14161508
2024-01-31,Auckland,Retail sales - other,International,Africa and Middle East,19.74107174,1.19223564
2024-01-31,Auckland,Retail sales - other,International,Australia,37.34087514000001,2.7249818200000004
2024-01-31,Auckland,Retail sales - other,International,Canada,6.263371089999998,0.64590199
2024-01-31,Auckland,Retail sales - other,International,China,33.95639465,1.8139917700000001
2024-01-31,Auckland,Retail sales - other,International,Germany,5.21423052,0.54793541
2024-01-31,Auckland,Retail sales - other,International,Japan,5.4332021600000004,0.33710174000000004
2024-01-31,Auckland,Retail sales - other,International,Korea,5.226024990000001,0.5376753300000001
2024-01-31,Auckland,Retail sales - other,International,Rest of Americas,11.656365489999999,0.8031456599999999
2024-01-31,Auckland,Retail sales - other,International,Rest of Asia ,33.24956380999999,2.03675583
2024-01-31,Auckland,Retail sales - other,International,Rest of Europe,33.37728248,3.144453099999999
2024-01-31,Auckland,Retail sales - other,International,Rest of Oceania,9.491684229999999,0.8219424899999997
2024-01-31,Auckland,Retail sales - other,International,United Kingdom,20.637104660000002,1.8242327600000003
2024-01-31,Auckland,Retail sales - other,International,United States of America,67.72763632,6.21025624
2024-01-31,Auckland,Accommodation,New Zealand,Auckland,13.617919,1.6911289100000002
2024-01-31,Auckland,Accommodation,New Zealand,Bay of Plenty,36.118649180000006,2.3777990799999995
2024-01-31,Auckland,Accommodation,New Zealand,Canterbury,31.357258309999995,1.75890994
2024-01-31,Auckland,Accommodation,New Zealand,Gisborne,3.6465739400000006,0.22366553999999997
2024-01-31,Auckland,Accommodation,New Zealand,Hawke's Bay,14.032042809999998,1.01221305
2024-01-31,Auckland,Accommodation,New Zealand,Manawatu-Wanganui,13.10368836,0.91963057
2024-01-31,Auckland,Accommodation,New Zealand,Marlborough,2.5335774800000004,0.13686844
2024-01-31,Auckland,Accommodation,New Zealand,Nelson,2.7533463800000004,0.14191491
2024-01-31,Auckland,Accommodation,New Zealand,Northland,24.403001160000002,1.4782384199999998
2024-01-31,Auckland,Accommodation,New Zealand,Otago,12.791431659999997,0.7002094099999999
2024-01-31,Auckland,Accommodation,New Zealand,Southland,3.87988238,0.25061239
2024-01-31,Auckland,Accommodation,New Zealand,Taranaki,10.75857267,0.79826122
2024-01-31,Auckland,Accommodation,New Zealand,Tasman,2.98442624,0.16301886
2024-01-31,Auckland,Accommodation,New Zealand,Waikato,40.06696067,2.8330762099999998
2024-01-31,Auckland,Accommodation,New Zealand,Wellington,38.372976179999995,2.53537537
2024-01-31,Auckland,Accommodation,New Zealand,West Coast,1.0795182,0.058383710000000005
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Auckland,51.82922638,4.170773519999999
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Bay of Plenty,29.51801743,2.65860173
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Canterbury,27.55396134,1.3346999099999999
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Gisborne,2.2808654600000002,0.11540636000000001
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Hawke's Bay,6.81828687,0.4274036299999999
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Manawatu-Wanganui,11.93943773,0.5303805000000001
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Marlborough,0.87738618,0.03545887
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Nelson,1.94634757,0.07267797999999999
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Northland,19.45010345,1.7637551900000001
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Otago,5.806118859999999,0.61106768
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Southland,2.16250385,0.07919440000000001
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Taranaki,8.80595107,1.04949728
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Tasman,1.3333253600000001,0.09221163
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Waikato,54.33416032,3.4705176200000003
2024-01-31,Auckland,Cultural and recreational services,New Zealand,Wellington,32.68941713999999,2.8404421999999996
2024-01-31,Auckland,Cultural and recreational services,New Zealand,West Coast,0.5276095099999999,0.16777949
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Auckland,129.46337483,10.87910419
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Bay of Plenty,73.89703815,5.78279179
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Canterbury,67.37688350000002,4.0721710799999995
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Gisborne,8.32807503,0.60121076
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Hawke's Bay,25.15450655,1.9862553699999996
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Manawatu-Wanganui,22.447397790000004,1.76901996
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Marlborough,4.924841659999999,0.27098803
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Nelson,4.96411894,0.29497900000000005
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Northland,67.35625909999999,5.012119470000001
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Otago,24.450566060000003,1.9307286400000003
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Southland,5.607999519999999,0.37274185
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Taranaki,18.696996409999997,1.6515270899999999
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Tasman,5.2043069,0.32836790999999993
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Waikato,147.92203846,11.760878170000002
2024-01-31,Auckland,Food and beverage serving services,New Zealand,Wellington,80.94863485999998,5.9385863699999994
2024-01-31,Auckland,Food and beverage serving services,New Zealand,West Coast,1.1773536900000001,0.07252795
2024-01-31,Auckland,Other passenger transport,New Zealand,Auckland,195.59923356999997,32.45236193
2024-01-31,Auckland,Other passenger transport,New Zealand,Bay of Plenty,57.804663809999994,11.99732467
2024-01-31,Auckland,Other passenger transport,New Zealand,Canterbury,84.83388282000001,9.09831987
2024-01-31,Auckland,Other passenger transport,New Zealand,Gisborne,16.30635067,1.6951143599999998
2024-01-31,Auckland,Other passenger transport,New Zealand,Hawke's Bay,25.12874556,5.00629854
2024-01-31,Auckland,Other passenger transport,New Zealand,Manawatu-Wanganui,17.2641019,3.2765717199999993
2024-01-31,Auckland,Other passenger transport,New Zealand,Marlborough,6.00037111,0.5396547199999999
2024-01-31,Auckland,Other passenger transport,New Zealand,Nelson,5.523458510000001,0.6531910200000001
2024-01-31,Auckland,Other passenger transport,New Zealand,Northland,103.19834392,32.40185649
